Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Species Comments,Checklist Comments
S35079695,Magpie-lark,Grallina cyanoleuca,18638,10,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,03-10-2017,05:25 PM,eBird - Traveling Count,85,1,1.5,,1
S35732236,Magpie-lark,Grallina cyanoleuca,18638,4,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,04-06-2017,05:07 PM,eBird - Traveling Count,45,1,1.7,,1
S37077499,Magpie-lark,Grallina cyanoleuca,18638,4,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,05-23-2017,08:45 AM,eBird - Traveling Count,35,1,.8,,3
S37766357,Magpie-lark,Grallina cyanoleuca,18638,16,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,06-24-2017,03:28 PM,eBird - Traveling Count,60,1,3,,1
S35932805,Magpie-lark,Grallina cyanoleuca,18638,23,AU-NSW,,Eastlakes golf course,-33.9378058,151.2056923,04-14-2017,06:02 AM,eBird - Traveling Count,180,1,2,,2
S34217786,Magpie-lark,Grallina cyanoleuca,18638,1,AU-NSW,,Hyde Park (Sydney),-33.8746914,151.2118721,02-07-2017,05:53 PM,eBird - Traveling Count,5,1,.3,,1
S33919948,Magpie-lark,Grallina cyanoleuca,18638,1,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,01-25-2017,05:35 PM,eBird - Traveling Count,13,1,.4,,1
S34041186,Magpie-lark,Grallina cyanoleuca,18638,6,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,01-30-2017,05:58 PM,eBird - Stationary Count,33,1,,,1
S34103569,Magpie-lark,Grallina cyanoleuca,18638,14,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,02-02-2017,06:31 PM,eBird - Stationary Count,22,1,,,1
S34217575,Magpie-lark,Grallina cyanoleuca,18638,1,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,02-07-2017,04:27 PM,eBird - Stationary Count,38,1,,,1
S34254056,Magpie-lark,Grallina cyanoleuca,18638,3,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,02-09-2017,05:12 PM,eBird - Stationary Count,27,1,,,1
S34378128,Magpie-lark,Grallina cyanoleuca,18638,6,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,02-15-2017,05:20 PM,eBird - Stationary Count,35,1,,,1
S34879984,Magpie-lark,Grallina cyanoleuca,18638,1,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,03-01-2017,12:17 PM,eBird - Traveling Count,11,1,.2,,1
S34888521,Magpie-lark,Grallina cyanoleuca,18638,6,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,03-01-2017,06:18 PM,eBird - Stationary Count,35,1,,,1
S35037821,Magpie-lark,Grallina cyanoleuca,18638,1,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,03-08-2017,05:18 PM,eBird - Stationary Count,9,1,,,1
S35891216,Magpie-lark,Grallina cyanoleuca,18638,1,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,04-12-2017,03:53 PM,eBird - Stationary Count,10,1,,,1
S36082236,Magpie-lark,Grallina cyanoleuca,18638,2,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,04-19-2017,10:41 AM,eBird - Traveling Count,22,1,.3,,1
S36086982,Magpie-lark,Grallina cyanoleuca,18638,2,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,04-19-2017,04:59 PM,eBird - Stationary Count,14,1,,,1
S36612401,Magpie-lark,Grallina cyanoleuca,18638,15,AU-NSW,,Lee Creek,-32.5365624,150.1185141,05-06-2017,07:04 AM,eBird - Traveling Count,600,1,18,,4
S36612515,Magpie-lark,Grallina cyanoleuca,18638,14,AU-NSW,,Lee Creek,-32.5365624,150.1185141,05-07-2017,07:40 AM,eBird - Traveling Count,330,1,12,,4
S33920018,Magpie-lark,Grallina cyanoleuca,18638,1,AU-NSW,,"Moore Park, Sydney",-33.89208,151.22131,01-25-2017,06:01 PM,eBird - Traveling Count,2,1,.2,,1
S34233068,Magpie-lark,Grallina cyanoleuca,18638,4,AU-NSW,,"Moore Park, Sydney",-33.89208,151.22131,02-08-2017,12:46 PM,eBird - Traveling Count,10,1,1,,1
S34247374,Magpie-lark,Grallina cyanoleuca,18638,6,AU-NSW,,"Moore Park, Sydney",-33.89208,151.22131,02-09-2017,09:29 AM,eBird - Traveling Count,9,1,1,,1
S34369080,Magpie-lark,Grallina cyanoleuca,18638,3,AU-NSW,,"Moore Park, Sydney",-33.89208,151.22131,02-15-2017,09:08 AM,eBird - Stationary Count,3,1,,,1
S36105971,Magpie-lark,Grallina cyanoleuca,18638,1,AU-NSW,,"Moore Park, Sydney",-33.89208,151.22131,04-20-2017,09:30 AM,eBird - Stationary Count,7,1,,,1,,,Kippax lake
S38311411,Magpie-lark,Grallina cyanoleuca,18638,1,AU-NSW,,Randwick Environment Park,-33.9315125,151.2478781,07-25-2017,01:51 PM,eBird - Traveling Count,55,1,2,,1
S36190791,Magpie-lark,Grallina cyanoleuca,18638,5,AU-NSW,,Sydney Olympic Park--Waterbird Refuge,-33.83732,151.07839,04-23-2017,01:25 PM,eBird - Traveling Count,80,1,3,,1
S33920193,Paperbark Flycatcher,Myiagra nana,18688,X,AU-NT,,Kakadu National Park--South Alligator boatramp,-12.6609191,132.5041294,06-17-2014,09:45 AM,eBird - Casual Observation,0,0,,,3
S35214529,California Scrub-Jay,Aphelocoma californica,18840,1,US-CA,Marin,5 Van Ripper Court,38.0122388,-122.5867897,03-16-2017,10:24 AM,eBird - Casual Observation,,0,,,1
S35625364,California Scrub-Jay,Aphelocoma californica,18840,1,US-CA,Marin,5 Van Ripper Court,38.0122388,-122.5867897,04-01-2017,06:06 PM,eBird - Casual Observation,,0,,,2
S35430061,California Scrub-Jay,Aphelocoma californica,18840,5,US-CA,Marin,Bon Tempe Lake,37.9574291,-122.6097822,03-25-2017,02:04 PM,eBird - Casual Observation,,0,,,6
S35216532,California Scrub-Jay,Aphelocoma californica,18840,2,US-CA,Marin,"top of crane dr., sleepy hollow",38.0154694,-122.5896296,03-16-2017,10:43 AM,eBird - Traveling Count,70,1,2.5,,1
S35265932,California Scrub-Jay,Aphelocoma californica,18840,1,US-CA,Marin,"top of crane dr., sleepy hollow",38.0154694,-122.5896296,03-18-2017,03:54 PM,eBird - Traveling Count,25,1,.4,,1
S35406037,California Scrub-Jay,Aphelocoma californica,18840,4,US-CA,Marin,"top of crane dr., sleepy hollow",38.0154694,-122.5896296,03-24-2017,06:27 PM,eBird - Traveling Count,25,1,.9,,2
S35477932,California Scrub-Jay,Aphelocoma californica,18840,1,US-CA,Marin,"top of crane dr., sleepy hollow",38.0154694,-122.5896296,03-27-2017,01:30 PM,eBird - Traveling Count,35,1,.4,,2
S35589788,California Scrub-Jay,Aphelocoma californica,18840,1,US-CA,Marin,"top of crane dr., sleepy hollow",38.0154694,-122.5896296,03-31-2017,12:26 PM,eBird - Traveling Count,65,1,2.5,,4
S37464893,Eurasian Jay,Garrulus glandarius,18877,3,PT-18,Tondela,Ecopista do Dão,40.5362115,-8.056277,06-08-2017,09:25 AM,eBird - Traveling Count,80,1,4,,2
S37473248,Eurasian Jay,Garrulus glandarius,18877,1,PT-18,Tondela,Ecopista do Dão,40.5362115,-8.056277,06-08-2017,07:25 PM,eBird - Traveling Count,45,1,3.5,,1
S37636489,Eurasian Jay,Garrulus glandarius,18877,1,NL-NH,,"52,36x4,838 - 17/06/2017 10:44 da manhã",52.359899,4.8377399,06-17-2017,10:12 AM,eBird - Traveling Count,15,1,.8,,1
S37314641,Eurasian Jay,Garrulus glandarius,18877,1,LU-D,,Dirbach Plage,49.9212458,6.0357885,06-01-2017,05:23 PM,eBird - Stationary Count,30,1,,,1
S37202092,Eurasian Jay,Garrulus glandarius,18877,1,NL-NH,,Vondelpark,52.3579375,4.867512,05-28-2017,09:45 AM,eBird - Traveling Count,85,1,1.5,,2
S37240929,Eurasian Jay,Garrulus glandarius,18877,1,NL-NH,,Vondelpark,52.3579375,4.867512,05-29-2017,07:30 PM,eBird - Stationary Count,30,1,,,1
S33881934,Rufous Treepie,Dendrocitta vagabunda,18961,X,IN-RJ,Jodhpur,"Rao Jodha Desert Rock Park, Jodhpur",26.3020716,73.0162096,03-15-2015,04:35 PM,eBird - Casual Observation,0,0,,,2
S37464893,Eurasian Magpie,Pica pica,18987,1,PT-18,Tondela,Ecopista do Dão,40.5362115,-8.056277,06-08-2017,09:25 AM,eBird - Traveling Count,80,1,4,,2
S37492222,Eurasian Magpie,Pica pica,18987,1,PT-18,Tondela,Ecopista do Dão,40.5362115,-8.056277,06-09-2017,07:25 PM,eBird - Traveling Count,40,1,1.5,,1
S37636489,Eurasian Magpie,Pica pica,18987,5,NL-NH,,"52,36x4,838 - 17/06/2017 10:44 da manhã",52.359899,4.8377399,06-17-2017,10:12 AM,eBird - Traveling Count,15,1,.8,,1
S37258481,Eurasian Magpie,Pica pica,18987,6,NL-NH,,Amsterdam--Nieuwe Meer 'Ons Buiten',52.335725,4.8445295,05-30-2017,10:11 AM,eBird - Stationary Count,30,1,,,1
S37314641,Eurasian Magpie,Pica pica,18987,2,LU-D,,Dirbach Plage,49.9212458,6.0357885,06-01-2017,05:23 PM,eBird - Stationary Count,30,1,,,1
S37624934,Eurasian Magpie,Pica pica,18987,1,NL-NH,,"NL-Amsterdão-133 Theodoor van Hoytemastraat - 52,361x4,838 - 16/06/2017 7:54 da tarde",52.360541,4.8381545,06-16-2017,06:42 PM,eBird - Traveling Count,40,1,.5,,1
S37202092,Eurasian Magpie,Pica pica,18987,6,NL-NH,,Vondelpark,52.3579375,4.867512,05-28-2017,09:45 AM,eBird - Traveling Count,85,1,1.5,,2
S37227254,Eurasian Magpie,Pica pica,18987,4,NL-NH,,Vondelpark,52.3579375,4.867512,05-29-2017,07:45 AM,eBird - Traveling Count,70,1,3,,1
S37240929,Eurasian Magpie,Pica pica,18987,1,NL-NH,,Vondelpark,52.3579375,4.867512,05-29-2017,07:30 PM,eBird - Stationary Count,30,1,,,1
S37282104,Eurasian Magpie,Pica pica,18987,4,NL-NH,,Vondelpark,52.3579375,4.867512,05-30-2017,08:34 PM,eBird - Traveling Count,15,1,1.2,,1
S37636489,Eurasian Jackdaw,Corvus monedula,19032,5,NL-NH,,"52,36x4,838 - 17/06/2017 10:44 da manhã",52.359899,4.8377399,06-17-2017,10:12 AM,eBird - Traveling Count,15,1,.8,,1
S37258481,Eurasian Jackdaw,Corvus monedula,19032,4,NL-NH,,Amsterdam--Nieuwe Meer 'Ons Buiten',52.335725,4.8445295,05-30-2017,10:11 AM,eBird - Stationary Count,30,1,,,1
S37636568,Eurasian Jackdaw,Corvus monedula,19032,12,NL-NH,,Amsterdam--Schipol Airport,52.3084786,4.7790527,06-17-2017,10:57 AM,eBird - Stationary Count,8,1,,,1,,,Panorama terrace. Not too many birds which I guess is a good thing.
S37624934,Eurasian Jackdaw,Corvus monedula,19032,6,NL-NH,,"NL-Amsterdão-133 Theodoor van Hoytemastraat - 52,361x4,838 - 16/06/2017 7:54 da tarde",52.360541,4.8381545,06-16-2017,06:42 PM,eBird - Traveling Count,40,1,.5,,1
S37202092,Eurasian Jackdaw,Corvus monedula,19032,14,NL-NH,,Vondelpark,52.3579375,4.867512,05-28-2017,09:45 AM,eBird - Traveling Count,85,1,1.5,,2
S37227254,Eurasian Jackdaw,Corvus monedula,19032,16,NL-NH,,Vondelpark,52.3579375,4.867512,05-29-2017,07:45 AM,eBird - Traveling Count,70,1,3,,1
S37240929,Eurasian Jackdaw,Corvus monedula,19032,5,NL-NH,,Vondelpark,52.3579375,4.867512,05-29-2017,07:30 PM,eBird - Stationary Count,30,1,,,1
S37327546,Rook,Corvus frugilegus,19070,1,LU-D,,Dirbach Plage,49.9212458,6.0357885,06-02-2017,08:35 AM,eBird - Stationary Count,45,1,,,1
S35481966,American Crow,Corvus brachyrhynchos,19073,1,US-CA,Marin,5 Van Ripper Court,38.0122388,-122.5867897,03-27-2017,05:45 PM,eBird - Casual Observation,0,0,,,1
S35625364,American Crow,Corvus brachyrhynchos,19073,1,US-CA,Marin,5 Van Ripper Court,38.0122388,-122.5867897,04-01-2017,06:06 PM,eBird - Casual Observation,,0,,,2
S35430061,American Crow,Corvus brachyrhynchos,19073,2,US-CA,Marin,Bon Tempe Lake,37.9574291,-122.6097822,03-25-2017,02:04 PM,eBird - Casual Observation,,0,,,6
S35447772,American Crow,Corvus brachyrhynchos,19073,3,US-CA,Marin,Las Gallinas Valley Sanitary District,38.0274109,-122.515583,03-26-2017,09:14 AM,eBird - Traveling Count,90,1,2.2,,9
S35238116,American Crow,Corvus brachyrhynchos,19073,2,US-CA,Marin,Marin Art and Garden Center,37.9632068,-122.5557129,03-17-2017,12:57 PM,eBird - Casual Observation,,0,,,1,,,Crows mobbing harrier
S35546692,American Crow,Corvus brachyrhynchos,19073,2,US-CA,Marin,Pt. Reyes--Bear Valley Visitor Center,38.0425019,-122.7990925,03-30-2017,02:30 PM,eBird - Casual Observation,,0,,,2
S35238044,American Crow,Corvus brachyrhynchos,19073,1,US-CA,Marin,Shorebird Marsh overlook,37.9335276,-122.5155401,03-17-2017,11:12 AM,eBird - Stationary Count,30,1,,,1
S35501895,American Crow,Corvus brachyrhynchos,19073,2,US-CA,Marin,Shorebird Marsh overlook,37.9335276,-122.5155401,03-28-2017,02:52 PM,eBird - Traveling Count,35,1,.6,,1
S35294323,American Crow,Corvus brachyrhynchos,19073,2,US-CA,Marin,"US-Califórnia-Larkspur-37-99 East Sir Francis Drake Boulevard - 37,947x-122,51",37.9466834,-122.5100119,03-19-2017,01:55 PM,eBird - Casual Observation,,0,,,1
S35515568,American Crow,Corvus brachyrhynchos,19073,5,US-CA,Marin,"US-Califórnia-San Anselmo-13 Arroyo Avenue - 37,992x-122,576",37.9921655,-122.575687,03-29-2017,09:12 AM,eBird - Casual Observation,,0,,,2
S35206999,American Crow,Corvus brachyrhynchos,19073,2,US-CA,Marin,"top of crane dr., sleepy hollow",38.0154694,-122.5896296,03-15-2017,06:31 PM,eBird - Stationary Count,15,1,,,2
S35216532,American Crow,Corvus brachyrhynchos,19073,2,US-CA,Marin,"top of crane dr., sleepy hollow",38.0154694,-122.5896296,03-16-2017,10:43 AM,eBird - Traveling Count,70,1,2.5,,1
S35265932,American Crow,Corvus brachyrhynchos,19073,2,US-CA,Marin,"top of crane dr., sleepy hollow",38.0154694,-122.5896296,03-18-2017,03:54 PM,eBird - Traveling Count,25,1,.4,,1
S35406037,American Crow,Corvus brachyrhynchos,19073,2,US-CA,Marin,"top of crane dr., sleepy hollow",38.0154694,-122.5896296,03-24-2017,06:27 PM,eBird - Traveling Count,25,1,.9,,2
S35477932,American Crow,Corvus brachyrhynchos,19073,3,US-CA,Marin,"top of crane dr., sleepy hollow",38.0154694,-122.5896296,03-27-2017,01:30 PM,eBird - Traveling Count,35,1,.4,,2
S35589788,American Crow,Corvus brachyrhynchos,19073,1,US-CA,Marin,"top of crane dr., sleepy hollow",38.0154694,-122.5896296,03-31-2017,12:26 PM,eBird - Traveling Count,65,1,2.5,,4
S35655977,American Crow,Corvus brachyrhynchos,19073,4,US-CA,Marin,"top of crane dr., sleepy hollow",38.0154694,-122.5896296,04-02-2017,05:12 PM,eBird - Traveling Count,10,1,.5,,2
S35294405,American Crow,Corvus brachyrhynchos,19073,2,US-CA,Santa Barbara,Santa Barbara Airport,34.4256039,-119.8365742,03-19-2017,06:43 PM,eBird - Casual Observation,,0,,,1
S35394965,American Crow,Corvus brachyrhynchos,19073,1,US-CA,Santa Barbara,Santa Barbara Airport,34.4256039,-119.8365742,03-24-2017,10:43 AM,eBird - Traveling Count,20,1,.3,,1
S35350882,American Crow,Corvus brachyrhynchos,19073,1,US-CA,Santa Barbara,Santa Barbara Harbor,34.4078515,-119.6898863,03-22-2017,08:24 AM,eBird - Traveling Count,30,1,1,,1
S35373114,American Crow,Corvus brachyrhynchos,19073,12,US-CA,Santa Barbara,Santa Barbara Harbor,34.4078515,-119.6898863,03-23-2017,08:31 AM,eBird - Stationary Count,20,1,,,1
S35350821,American Crow,Corvus brachyrhynchos,19073,2,US-CA,Santa Barbara,Santa Barbara Harbor--Stearns Wharf,34.4098907,-119.6858793,03-21-2017,09:00 AM,eBird - Casual Observation,,0,,,1
S35651135,American Crow,Corvus brachyrhynchos,19073,8,US-CA,Santa Clara,Shoreline at Mountain View Park,37.4342153,-122.0878458,04-02-2017,06:24 AM,eBird - Traveling Count,210,1,3.5,,1
S37617655,Carrion Crow,Corvus corone,19090,2,PT-01,Estarreja,"40,716x-8,564 - 16/06/2017 9:52 da manhã",40.7158142,-8.5639101,06-16-2017,07:28 AM,eBird - Casual Observation,,0,,,1
S37453912,Carrion Crow,Corvus corone,19090,1,PT-18,Tondela,Ecopista do Dão,40.5362115,-8.056277,06-07-2017,06:23 PM,eBird - Traveling Count,120,1,5,,2
S37464893,Carrion Crow,Corvus corone,19090,5,PT-18,Tondela,Ecopista do Dão,40.5362115,-8.056277,06-08-2017,09:25 AM,eBird - Traveling Count,80,1,4,,2
S37473248,Carrion Crow,Corvus corone,19090,4,PT-18,Tondela,Ecopista do Dão,40.5362115,-8.056277,06-08-2017,07:25 PM,eBird - Traveling Count,45,1,3.5,,1
S37492222,Carrion Crow,Corvus corone,19090,2,PT-18,Tondela,Ecopista do Dão,40.5362115,-8.056277,06-09-2017,07:25 PM,eBird - Traveling Count,40,1,1.5,,1
S37521777,Carrion Crow,Corvus corone,19090,1,PT-18,Tondela,Ecopista do Dão,40.5362115,-8.056277,06-11-2017,10:45 AM,eBird - Traveling Count,20,1,.5,,1
S37446724,Carrion Crow,Corvus corone,19090,1,PT-18,Tondela,PT-321 Rua Principal,40.5359335,-8.0552088,06-07-2017,02:00 PM,eBird - Stationary Count,30,1,,,1,F Flyover
S37258481,Carrion Crow,Corvus corone,19090,6,NL-NH,,Amsterdam--Nieuwe Meer 'Ons Buiten',52.335725,4.8445295,05-30-2017,10:11 AM,eBird - Stationary Count,30,1,,,1
S37202092,Carrion Crow,Corvus corone,19090,2,NL-NH,,Vondelpark,52.3579375,4.867512,05-28-2017,09:45 AM,eBird - Traveling Count,85,1,1.5,,2
S37227254,Carrion Crow,Corvus corone,19090,2,NL-NH,,Vondelpark,52.3579375,4.867512,05-29-2017,07:45 AM,eBird - Traveling Count,70,1,3,,1
S37240929,Carrion Crow,Corvus corone,19090,2,NL-NH,,Vondelpark,52.3579375,4.867512,05-29-2017,07:30 PM,eBird - Stationary Count,30,1,,,1
S37282104,Carrion Crow,Corvus corone,19090,2,NL-NH,,Vondelpark,52.3579375,4.867512,05-30-2017,08:34 PM,eBird - Traveling Count,15,1,1.2,,1
S33920258,Torresian Crow,Corvus orru,19113.5,X,AU-QLD,,Cairns Botanical Gardens and Centenary Lakes,-16.8992644,145.7476759,07-30-2014,05:00 PM,eBird - Casual Observation,0,0,,,4
S34907512,Australian Raven,Corvus coronoides,19120,1,AU-NSW,,AU-New South Wales-Randwick-9A Arthur Street - -33.915x151.236,-33.9148602,151.2362741,03-02-2017,02:04 PM,eBird - Traveling Count,18,1,.5,,1
S35706548,Australian Raven,Corvus coronoides,19120,2,AU-NSW,,"AU-Nova Gales do Sul-Randwick-26-28 Arthur Street - -33,915x151,238",-33.9151011,151.2375878,04-05-2017,01:14 PM,eBird - Traveling Count,8,1,.8,,1
S33870380,Australian Raven,Corvus coronoides,19120,12,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,01-23-2017,09:21 AM,eBird - Traveling Count,36,1,.8,,1
S33894599,Australian Raven,Corvus coronoides,19120,28,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,01-24-2017,09:49 AM,eBird - Traveling Count,27,1,.8,,1
S33914429,Australian Raven,Corvus coronoides,19120,1,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,01-25-2017,10:19 AM,eBird - Traveling Count,30,1,.8,,1
S34023341,Australian Raven,Corvus coronoides,19120,8,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,01-30-2017,08:38 AM,eBird - Traveling Count,27,1,1,,2
S34078473,Australian Raven,Corvus coronoides,19120,4,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,02-01-2017,10:06 AM,eBird - Traveling Count,38,1,1.2,,1
S34824059,Australian Raven,Corvus coronoides,19120,6,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,02-27-2017,08:36 AM,eBird - Traveling Count,29,1,.2,,1
S35079695,Australian Raven,Corvus coronoides,19120,4,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,03-10-2017,05:25 PM,eBird - Traveling Count,85,1,1.5,,1
S35732236,Australian Raven,Corvus coronoides,19120,1,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,04-06-2017,05:07 PM,eBird - Traveling Count,45,1,1.7,,1
S37077499,Australian Raven,Corvus coronoides,19120,5,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,05-23-2017,08:45 AM,eBird - Traveling Count,35,1,.8,,3
S37766357,Australian Raven,Corvus coronoides,19120,3,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,06-24-2017,03:28 PM,eBird - Traveling Count,60,1,3,,1
S33996577,Australian Raven,Corvus coronoides,19120,3,AU-NSW,,Clovelly Beach,-33.9138918,151.2667578,01-29-2017,09:42 AM,eBird - Traveling Count,19,1,.1,,2
S34158199,Australian Raven,Corvus coronoides,19120,7,AU-NSW,,Clovelly Beach,-33.9138918,151.2667578,02-05-2017,09:32 AM,eBird - Traveling Count,30,1,.8,,1
S34795106,Australian Raven,Corvus coronoides,19120,3,AU-NSW,,Darlinghurst,-33.88032,151.21907,02-26-2017,08:52 AM,eBird - Traveling Count,4,1,.4,,2
S35932805,Australian Raven,Corvus coronoides,19120,14,AU-NSW,,Eastlakes golf course,-33.9378058,151.2056923,04-14-2017,06:02 AM,eBird - Traveling Count,180,1,2,,2
S34358441,Australian Raven,Corvus coronoides,19120,1,AU-NSW,,Hyde Park (Sydney),-33.8746914,151.2118721,02-14-2017,05:23 PM,eBird - Traveling Count,5,1,.4,,1
S35939036,Australian Raven,Corvus coronoides,19120,2,AU-NSW,,Hyde Park (Sydney),-33.8746914,151.2118721,04-14-2017,05:33 PM,eBird - Traveling Count,5,1,.3,,2
S33919977,Australian Raven,Corvus coronoides,19120,1,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,01-25-2017,05:14 PM,eBird - Stationary Count,8,1,,,1
S33919948,Australian Raven,Corvus coronoides,19120,1,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,01-25-2017,05:35 PM,eBird - Traveling Count,13,1,.4,,1
S34103569,Australian Raven,Corvus coronoides,19120,1,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,02-02-2017,06:31 PM,eBird - Stationary Count,22,1,,,1
S34217575,Australian Raven,Corvus coronoides,19120,2,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,02-07-2017,04:27 PM,eBird - Stationary Count,38,1,,,1
S34836062,Australian Raven,Corvus coronoides,19120,2,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,02-27-2017,05:56 PM,eBird - Stationary Count,35,1,,,1
S36086982,Australian Raven,Corvus coronoides,19120,1,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,04-19-2017,04:59 PM,eBird - Stationary Count,14,1,,,1
S36612401,Australian Raven,Corvus coronoides,19120,3,AU-NSW,,Lee Creek,-32.5365624,150.1185141,05-06-2017,07:04 AM,eBird - Traveling Count,600,1,18,,4
S36021297,Australian Raven,Corvus coronoides,19120,1,AU-NSW,,"Little Riley St, Surry Hills",-33.8807239,151.2132166,04-17-2017,07:41 AM,eBird - Casual Observation,,0,,,1
S36105971,Australian Raven,Corvus coronoides,19120,1,AU-NSW,,"Moore Park, Sydney",-33.89208,151.22131,04-20-2017,09:30 AM,eBird - Stationary Count,7,1,,,1,,,Kippax lake
S33899310,Australian Raven,Corvus coronoides,19120,1,AU-NSW,,Randwick,-33.91823,151.23006,01-24-2017,02:01 PM,eBird - Traveling Count,8,1,.2,,1
S34185709,Australian Raven,Corvus coronoides,19120,2,AU-NSW,,Randwick,-33.91823,151.23006,02-06-2017,10:14 AM,eBird - Traveling Count,5,1,.1,,1
S38311411,Australian Raven,Corvus coronoides,19120,8,AU-NSW,,Randwick Environment Park,-33.9315125,151.2478781,07-25-2017,01:51 PM,eBird - Traveling Count,55,1,2,,1
S33797637,Little Raven,Corvus mellori,19123,14,AU-NSW,,Road to Mt Kosciuszko,-36.4529081,148.2859468,01-20-2017,09:30 AM,eBird - Casual Observation,0,0,,,1
S35430061,Common Raven,Corvus corax,19134,1,US-CA,Marin,Bon Tempe Lake,37.9574291,-122.6097822,03-25-2017,02:04 PM,eBird - Casual Observation,,0,,,6
S35546487,Common Raven,Corvus corax,19134,1,US-CA,Marin,Pt. Reyes--Limantour Beach Path,38.0268982,-122.8827238,03-30-2017,12:45 PM,eBird - Traveling Count,20,1,.8,,2
S35501895,Common Raven,Corvus corax,19134,1,US-CA,Marin,Shorebird Marsh overlook,37.9335276,-122.5155401,03-28-2017,02:52 PM,eBird - Traveling Count,35,1,.6,,1
S35546566,Common Raven,Corvus corax,19134,2,US-CA,Marin,"US-Califórnia-Inverness-Muddy Hollow Trail - 38,048x-122,869",38.0480833,-122.8693564,03-30-2017,01:16 PM,eBird - Traveling Count,10,1,.5,,1
S35651135,Common Raven,Corvus corax,19134,2,US-CA,Santa Clara,Shoreline at Mountain View Park,37.4342153,-122.0878458,04-02-2017,06:24 AM,eBird - Traveling Count,210,1,3.5,,1
S36612401,White-winged Chough,Corcorax melanorhamphos,19144,2,AU-NSW,,Lee Creek,-32.5365624,150.1185141,05-06-2017,07:04 AM,eBird - Traveling Count,600,1,18,,4
S36612515,White-winged Chough,Corcorax melanorhamphos,19144,5,AU-NSW,,Lee Creek,-32.5365624,150.1185141,05-07-2017,07:40 AM,eBird - Traveling Count,330,1,12,,4
S36612401,Jacky-winter,Microeca fascinans,19270,8,AU-NSW,,Lee Creek,-32.5365624,150.1185141,05-06-2017,07:04 AM,eBird - Traveling Count,600,1,18,,4
S36612515,Jacky-winter,Microeca fascinans,19270,20,AU-NSW,,Lee Creek,-32.5365624,150.1185141,05-07-2017,07:40 AM,eBird - Traveling Count,330,1,12,,4
S33795719,Flame Robin,Petroica phoenicea,19325,1,AU-NSW,,"Charlotte's Pass Lookout, Kosciuszko NP",-36.4320762,148.3285333,01-19-2017,09:50 AM,eBird - Casual Observation,,0,,,1,,Just higher than Charlotte's pass lookout
S34166467,Flame Robin,Petroica phoenicea,19325,X,AU-TAS,,Wellington Park--Lenah Valley Track,-42.8964658,147.2464943,12-29-2016,11:00 AM,eBird - Casual Observation,0,0,,,2
S34166467,Dusky Robin,Melanodryas vittata,19340,X,AU-TAS,,Wellington Park--Lenah Valley Track,-42.8964658,147.2464943,12-29-2016,11:00 AM,eBird - Casual Observation,0,0,,,2
S33872948,Pale-yellow Robin,Tregellasia capito,19354,X,AU-NSW,,Nightcap National Park,-28.55135,153.31146,12-28-2013,11:00 AM,eBird - Casual Observation,0,0,,,3
S34548081,Eastern Yellow Robin,Eopsaltria australis,19357,1,AU-NSW,,AU-New South Wales-Seal Rocks-Horse Point Road - -32.398x152.485,-32.3977925,152.4854876,02-20-2017,09:13 AM,eBird - Casual Observation,,0,,,1
